"discovery_date","facility_name","closest_street_address","city","county","latitude","longitude","estimate_or_actual","volume_gallons","treated_state_of_discharge","explained_if_other","ending_date_time","expected_ending_date_time","duration_hours_minutes","corrective_actions","receiving_water_body","reason_for_discharge","other_explanation"
"2014/10/06 09:05 PM","Town of Cheektowaga Sewer Maintenance Department","Winston Avenue near Beach Road","Cheektowaga","Erie","42.9373069","-78.7618212","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypass events","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/10/06 09:29 PM","Cheektowaga Main Pump Station","171 Central Blvd","Cheektowaga","Erie","42.917402","-78.775273","Unknown","","Untreated","","","10/07/2014 12:00 AM","2:31","Continuously monitor flows during wet weather bypass event","Scajaquada Creek","Weather Conditions; ","heavy rain; "
"2014/10/07 08:40 AM","rensselaer county sewer district","112 th street bridge","troy","Rensselaer","42.7716649","-73.681597","Unknown","","Untreated","","10/07/2014 08:45 AM","","Less than 1 hour","removed an amount of grit and sewage related debris","Hudson River","Blockage; ","removed an amount of grit and sewage related debris; "
"2014/10/07 08:55 AM","Rensselaer County Sewer District","112th street  bridge","Troy","Rensselaer","42.7716649","-73.681597","Unknown","","Untreated","","10/07/2014 09:00 AM","","Less than 1 hour","removed an amount of grit and sewage related debris","Hudson River","Blockage; ","removed an amount of grit and sewage related debris; "
"2014/10/08 01:04 AM","Town of Tonawanda Wastewater Facility","Ellicott Creek At Woodstock Ave.","Tonawanda","Erie","43.0154467","-78.8349899","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Not Applicable","Ellicott Creek","Weather Conditions; ","Rainfall; "
"2014/10/08 01:04 AM","Town of Tonawanda Wastewater Facility","Sheridan Park Golf Course","Tonawanda","Erie","43.0203347","-78.880315","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Not Applicable","Two Mile Creek","Weather Conditions; ","Rainfall; "
"2014/10/08 01:04 AM","Town of Tonawanda Wastewater Facility","Ellicott Creek At Greenfield","Tonawanda","Erie","43.0117147","-78.84935999999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Not Applicable","Ellicott Creek","Weather Conditions; ","Rainfall; "
"2014/10/08 09:45 AM","cheektowaga main pump station","2375 Clinton St","West Seneca","Erie","42.870343","-78.78859","Unknown","","Untreated","","","10/09/2014 12:00 AM","14:15","Continuously monitor flows during wet weather bypass events","Buffalo River","Weather Conditions; ","heavy rain; "
"2014/10/11 09:54 AM","NYCDEP","6700 Shore Road","Brooklyn","Kings","40.64188559999999","-74.0340616","Unknown","","Other","[Fully treated was crossed out on original report]","10/11/2014 10:04 AM","","Less than 1 hour","Last second bypass due to power failure","Lower NY Harbor","Power Outage; Other; ","Lost engine; "
"2014/10/13 01:00 PM","Town of Cheektowaga Sewer Maintenance Department","48 Roycroft Boulevard","Cheektowaga","Erie","42.93822369999999","-78.7798713","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypass events","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/10/13 01:00 PM","Niagara Falls Wastewater Facility","Aquarium of NF","Niagara Falls","Niagara","43.0962143","-79.0377388","Actual","","Untreated","","10/13/2014 03:00 PM","","2:00","Gorge Pump Station at maximum pumping capacity-Rain induced wet weather overflow","Niagara River","Insufficient System Capacity; Weather Conditions; ","Flow exceeded pump capacity; "
"2014/10/13 01:05 PM","Town of Cheektowaga Sewer Maintenance Department","Burke Drive at Century Road","Cheektowaga","Erie","42.9459409","-78.7968247","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypass events","Scajaquada Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/10/13 01:10 PM","Town of Cheektowaga Sewer Maintenance Department","2730 Harlem Road","Cheektowaga","Erie","42.91847509999999","-78.7842902","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypass events","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/10/13 01:35 PM","Town of Cheektowaga Sewer Maintenance Department","Kensington Avenue and Century Road","Cheektowaga","Erie","42.9450628","-78.7961729","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypass events","Scajaquada Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/10/13 11:55 AM","Cheektowaga Main PS","2375 Clinton St","West Seneca","Erie","42.870343","-78.78859","Unknown","","Untreated","","","10/14/2014 12:00 AM","12:05","Continuously monitor flows during wet weather bypass events","Buffalo River","Weather Conditions; ","Heavy Rain; "
"2014/10/13 12:04 PM","Town of Tonawanda Wastewater Facility","Ellicott Creek At Woodstock Ave.","Tonawanda","Erie","43.0154467","-78.8349899","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Not Applicable","Ellicott Creek","Weather Conditions; ","Rainfall; "
"2014/10/13 12:05 PM","Town of Tonawanda Wastewater Facility","Sheridan Park Golf Course","Tonawanda","Erie","43.0203347","-78.880315","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Not Applicable","Two Mile Creek","Weather Conditions; ","Rainfall; "
"2014/10/13 12:05 PM","Town of Tonawanda Wastewater Facility","Ellicott Creek At Greenfield","Tonawanda","Erie","43.0117147","-78.84935999999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Not Applicable","Ellicott Creek","Weather Conditions; ","Rainfall; "
"2014/10/14 01:00 PM","Rockland County Sewer District No. 1","5th Ave - 500 Yds East of Sickletown Rd.","Orangeburg","Rockland","41.0686993","-73.9810521","Estimate","20000","Untreated","","10/14/2014 02:00 PM","","Less than 1 hour","discharge from air release chamber - shut isolation valve to chamber, stopping SSO.","Hackensack River / Lake Tappan","Unknown At This Time; ",""
"2014/10/14 06:30 PM","ROCKLAND COUNTY SEWER DISTRICT #1","83 WILDER ROAD","suffern","Rockland","41.169646","-74.085466","Unknown","","Untreated","","","10/15/2014 08:00 AM","13:30","called contractor to make line repair. and manned pump station securing area.","not sure","Unknown At This Time; ",""
"2014/10/15 06:40 PM","Sauquoit Creek Pumping Station","3960 ft N, Whitesboro St-Oriskany Blvd intersect","Whitestown","Oneida","43.1381536","-75.32955699999999","Actual","","Partially Treated Without Disinfection","","","10/18/2014 08:00 AM","61:20","Wet weather flows to the Sauquoit Creek Pumping Station are being addressed with Consent Order R620060823-67","Mohawk River","Weather Conditions; ","Wet weather exceeds capacity; "
"2014/10/15 08:30 PM","oneonta wastewater plant","Oneonta wastewater plant","Oneonta","Otsego","42.4528571","-75.0637746","Actual","320000","Partially Treated With Disinfection","","10/15/2014 08:50 PM","","Less than 1 hour","Matt Stevens cleared the barscreen and opened the influent gate","Susquehanna","Insufficient System Capacity; Weather Conditions; ","heavy rain; "
"2014/10/15 09:45 AM","Rensselaer County Sewer District","Green Island Bridge","Troy","New York","42.736017","-73.69089199999999","Unknown","","Untreated","","10/15/2014 09:50 AM","","Less than 1 hour","Removed grease accumulation","Hudson","Blockage; ","Removed grease accumulation; "
"2014/10/16 01:30 PM","Saratoga County Sewer District #1","Grooms Rd/Birchwood Dr","Clifton Park","Saratoga","42.8545565","-73.80938429999999","Estimate","200","Untreated","","10/16/2014 01:45 PM","","Less than 1 hour","Pumps were switched off, overflow was cleaned up and force main was repaired","unnamed drainage channel","Other; ","broken force main; "
"2014/10/16 04:45 PM","NYCDEP","15th Dr. and Willets Point Blvd.Whitestone ","Whitestone","Queens","40.7930436","-73.8236206","Unknown","","Untreated","","10/16/2014 06:25 PM","","1:40","DEP personnel responded to alarm and discovered construction material and equipment from outside contractor at location and are in process of removing same. ","Powells Cove","Other; ","Construction material and equipment left in location, causing blockage.; "
"2014/10/16 08:36 PM","Town of Tonawanda Wastewater Facility","Ellicott Creek At Woodstock Ave.","Tonawanda","Erie","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Not Applicable","Ellicott Creek","Weather Conditions; ","Rainfall; "
"2014/10/16 08:36 PM","Town of Tonawanda Wastewater Facility","Ellicott Creek At Greenfield","Tonawanda","Erie","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Not Applicable","Ellicott Creek","Weather Conditions; ","Rainfall; "
"2014/10/16 08:37 PM","Town of Tonawanda Wastewater Facility","Sheridan Park Golf Course","Tonawanda","Erie","43.0203347","-78.880315","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Not Applicable","Two Mile Creek","Weather Conditions; ","Rainfall; "
"2014/10/16 09:24 AM","Town of Cheektowaga","2375 Clinton St","West Seneca","Erie","42.870343","-78.78859","Unknown","","Untreated","","","10/17/2014 12:00 AM","14:36","Continue to monitor flows during wet weather bypass event","Buffalo River","Weather Conditions; ","heavy rain; "
"2014/10/17 01:30 PM","Village of Depew","Transit/Lee","Depew","Erie","","","Unknown","","Untreated","","10/17/2014 01:30 PM","","","pump station at SSO","Scajaquada Creek","Weather Conditions; ","heavy rainfall; "
"2014/10/17 01:30 PM","Village of Depew","French/Krieger","Depew","Erie","","","Unknown","","Untreated","","10/17/2014 01:30 PM","","","pump station at SSO","Scajaquada Creek","Weather Conditions; ","heavy rainfall; "
"2014/10/17 04:15 AM","Town of Tonawanda Wastewater Facility","Sheridan Park Golf Course","Tonawanda","Erie","43.0203347","-78.880315","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Not Applicable","Two Mile Creek","Weather Conditions; ","Rainfall; "
"2014/10/17 04:15 AM","Town of Tonawanda Wastewater Facility","Ellicott Creek At Woodstock Ave.","Tonawanda","Erie","43.0154467","-78.8349899","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Not Applicable","Ellicott Creek","Weather Conditions; ","Rainfall; "
"2014/10/17 04:15 AM","Town of Tonawanda Wastewater Facility","Ellicott Creek At Greenfield","Tonawanda","Erie","43.0117147","-78.84935999999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Not Applicable","Ellicott Creek","Weather Conditions; ","Rainfall; "
"2014/10/17 05:10 AM","Town of Cheektowaga Sewer Maintenance Department","48 Roycroft Boulevard","Cheektowaga","Erie","42.93822369999999","-78.7798713","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypass events","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/10/17 05:45 AM","Town of Cheektowaga Sewer Maintenance Department","Allendale Road at Southgate Road","Cheektowaga","Erie","42.941004","-78.7976149","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypass events","Scajaquada Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/10/17 05:50 AM","Town of Cheektowaga Sewer Maintenance Department","Burke Drive at Century Road","Cheektowaga","Erie","42.9459409","-78.7968247","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypass events","Scajaquada Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/10/17 05:55 AM","Town of Cheektowaga Sewer Maintenance Department","Kensington Avenue and Century Road","Cheektowaga","Erie","42.9450628","-78.7961729","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypass events","Scajaquada Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/10/17 06:05 AM","Town of Cheektowaga Sewer Maintenance Department","Eggert Road near Cedar Road","Cheektowaga","Erie","42.936948","-78.798901","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypass events","Scajaquada Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/10/17 06:08 AM","Town of Cheektowaga Sewer Maintenance Department","Union Road and Ellen Drive","Cheektowaga","Erie","42.9486603","-78.7544058","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypass events","Ellicott Creek/Class B","Weather Conditions; ","Rain/Snow melt; "
"2014/10/17 08:05 AM","Town of Cheektowaga Sewer Maintenance Department","Winston Avenue near Beach Road","Cheektowaga","Erie","42.9373069","-78.7618212","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypass events","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/10/17 08:15 AM","Town of Cheektowaga Sewer Maintenance Department","2730 Harlem Road","Cheektowaga","Erie","42.91847509999999","-78.7842902","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypass events","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/10/17 08:15 AM","Town of Cheektowaga Sewer Maintenance Department","Vern Lane and Joanne Drive","Cheektowaga","Erie","42.8876319","-78.7643856","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypass events","Cayuga Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/10/17 08:15 AM","Town of Cheektowaga","2375 Clinton St","West Seneca","Erie","42.870343","-78.78859","Unknown","","Untreated","","","10/18/2014 12:00 AM","15:45","Continue to monitor flows during wet weather bypass event","Buffalo River","Weather Conditions; ","heavy rain; "
"2014/10/17 09:25 AM","Town of Cheektowaga","171 Central Blvd","Cheektowaga","Erie","42.917402","-78.775273","Unknown","","Untreated","","","10/18/2014 12:00 AM","14:35","continue to monitor flows during wet weather bypass events","Scajaquada Creek","Weather Conditions; ","rain; "
"2014/10/17 09:45 AM","Erie County Sewer District #1","60 Empire","W. Seneca","Erie","42.862764","-78.757774","Estimate","700","Untreated","","10/17/2014 10:55 AM","","1:10","Directed more flow to O.R.F.","Cayuga Creek","Weather Conditions; ","Heavy Rain Event; "
"2014/10/17 10:00 AM","Town of Cheektowaga","Rt 33 Expressway at beach road","Cheektowaga","Erie","42.9373069","-78.7618212","Unknown","","Untreated","","","10/18/2014 12:00 AM","14:00","continue to monitor flows during wet weather bypass events","Scajaquada Creek","Weather Conditions; ","rain; "
"2014/10/18 07:35 AM","Cheektowaga Main Pump Station","2375 Clinton St","West Seneca","Erie","42.870343","-78.78859","Unknown","","Untreated","","","10/19/2014 12:00 AM","16:25","Monitor flows during wet weather bypass event","Buffalo River","Weather Conditions; ","Heavy Rain; "
"2014/10/21 04:46 AM","Town of Tonawanda Wastewater Facility","Ellicott Creek At Greenfield","Tonawanda","Erie","43.0117147","-78.84935999999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Not Applicable","Ellicott Creek","Weather Conditions; ","Rainfall; "
"2014/10/21 04:46 AM","Town of Tonawanda Wastewater Facility","Ellicott Creek At Woodstock Ave.","Tonawanda","Erie","43.0154467","-78.8349899","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Not Applicable","Ellicott Creek","Weather Conditions; ","Rainfall; "
"2014/10/22 08:00 PM","TOWN OF ORANGE TOWN SEWER","SPEAR ST.","NYACK","Rockland","41.0896291","-73.9163676","Unknown","","Untreated","","10/22/2014 11:15 PM","","3:15","CALLED PUMP STATION MECHANIC","HUDSON RIVER","Unknown At This Time; ",""
"2014/10/23 01:30 PM","Town of Stony Point WWTP","Kay Fries Pump Station","Stony Point","Rockland","41.2295386","-73.9870847","Unknown","","Untreated","","10/23/2014 02:45 PM","","1:15","use our jet vac to clear blockage , then start cleanup","Swamp Area  around Cedar Pond Brrok","Blockage; ","Rags, Grease  possible tree roots; "
"2014/10/24 01:30 PM","Village of Lyons WWTP","NYS Canal, NYS Route 14","Lyons","Wayne","43.07789340000001","-76.99021089999999","Unknown","","Untreated","","10/24/2014 01:30 PM","","","Shut down pumpout station and closed valve on main line","NYS Canal","Other; ","Pipe Compression fitting came apart; "
"2014/10/24 02:06 PM","Yonkres Joint STP","Garden Avenue Extension (Hutchinson Pump Station)","Mount Vernon","Westchester","40.9125992","-73.8370786","Estimate","24000","Untreated","","10/24/2014 02:29 PM","","Less than 1 hour","Re-opened gate valve that was accidently shut by contractor without operator\'s knowledge","Hutchinson River","Other; "," accidently shut by contractor without operator\'s knowledge; "
"2014/10/28 09:30 AM","Thornwood Sewer District","Intersection of Westchester Ave and Kensington Ave  ","Thornwood","Westchester","41.1244804","-73.77858119999999","Unknown","","Untreated","","10/28/2014 10:30 AM","","Less than 1 hour","Discharge was flowing into a catch basin.","Saw Mill River","Unknown At This Time; Blockage; ",""
"2014/10/29 06:45 AM","Village of Westfield WPCF","Oak St","Westfield","Chautauqua","42.3224932","-79.5848555","Estimate","1000","Untreated","","","10/29/2014 09:00 AM","2:15","Check pump station operation, in working order.  Checked with Water plant, they had several backwash cycles back to back.  They are taking steps to reduce flow.","Chautauqua Creek","Insufficient System Capacity; ",""
"2014/11/01 12:30 PM","(V) Endicott WPCP","Oak Hill & Clark St.","Endicott","Broome","42.107124","-76.050023","Estimate","500","Untreated","","11/01/2014 03:30 PM","","3:00","Used vactor truck, hosed area and applied speedy dry.","Susquehanna River","Blockage; ","Grease; "
"2014/11/02 05:00 PM","Saratoga County Sewer District No. 1","Fairway Drive / Ralinsky lane","Mechanicville","Saratoga","42.9028547","-73.68734049999999","Estimate","100","Untreated","","11/02/2014 06:00 PM","","Less than 1 hour","Rag plug in sewer main caused overflow from manhole.  Plug was removed to restore flow and the immediate area was cleaned.","stormwater management basin","Blockage; ","rag plug in gravity sewer main; "
"2014/11/03 11:00 AM","Town of Sullivan Collection System","9357 Hitchcock Point Road","Bridgeport","Madison","43.171248","-75.97929599999999","Unknown","","Untreated","","","11/05/2014 10:00 AM","47:00","contractor to repair leak in residential lateral pipe","Oneida Lake","Other; ","n/a; "
"2014/11/04 09:51 PM","Town of Tonawanda Wastewater Facility","Ellicott Creek At Woodstock Ave.","Tonawanda","Erie","43.0154467","-78.8349899","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Not Applicable","Ellicott Creek","Weather Conditions; ","Rainfall; "
"2014/11/04 09:52 PM","Town of Tonawanda Wastewater Facility","Ellicott Creek At Greenfield","Tonawanda","Erie","43.0117147","-78.84935999999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Not Applicable","Ellicott Creek","Weather Conditions; ","Rainfall; "
"2014/11/04 09:52 PM","Town of Tonawanda Wastewater Facility","Sheridan Park Golf Course","Tonawanda","Erie","43.0203347","-78.880315","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Not Applicable","Two Mile Creek","Weather Conditions; ","Rainfall; "
"2014/11/04 10:57 PM","Cheektowaga Main PS","2375 Clinton","West Seneca","Erie","42.870343","-78.78859","Unknown","","Untreated","","","11/05/2014 12:00 AM","1:03","Continuously monitor flows during wet weather bypass event","Buffalo River","Weather Conditions; ","heavy rain; "
"2014/11/04 11:37 PM","ECSD No. 3 - Electric Avenue PS","Electric Avenue PS (South of Rt. 179; West of Electric Ave)","Hamburg","Erie","42.7462445","-78.8306748","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","Rush Creek","Weather Conditions; ","Heavy Localized Rainfall; "
"2014/11/13 11:22 AM","City of Utica","none","Utica","Oneida","43.100903","-75.232664","Unknown","","Untreated","","11/13/2014 01:30 PM","","2:08","DPW flushed sewer pipe between overflow manhole and downstream manhole ","Ballou Creek/Mohawk River ","Blockage; ","grease, debris in manhole and pipe; "
"2014/11/14 02:15 PM","NYCDEP Lefrak","181-42 Midland Parkway","Jamaica Estates","Queens","40.72135309999999","-73.784379","Unknown","","Untreated","","11/14/2014 02:45 PM","","Less than 1 hour","Flushed line with flusher truck, cleared blockage.","Flushing Meadow","Blockage; ","Blockage in sanitary line; "
"2014/11/17 02:15 PM","Niagara Falls Wastewater Facility","Aquarium of NF","Niagara Falls","Niagara","43.0962143","-79.0377388","Actual","","Untreated","","11/17/2014 05:00 AM","","","Gorge pump station overflow at capacity","Niagara River","Insufficient System Capacity; Weather Conditions; ","snow melt -rain; "
"2014/11/17 03:35 PM","City Of Rye Department Of Public Works","Forest Ave intersection Ann Lane","City Of Rye","Westchester","40.9753085","-73.6757672","Unknown","","Untreated","","11/17/2014 03:50 PM","","Less than 1 hour","Cleared blockage.","Long Island Shore","Blockage; ","City line was blocked cleared by jetting; "
"2014/11/17 03:50 PM","Town of Cheektowaga","2375 Clinton st.","West Seneca","Erie","42.870343","-78.78859","Unknown","","Untreated","","","11/18/2014 12:00 AM","8:10","Continuously monitor flows during wet weather bypass events","Buffalo River","Weather Conditions; ","Heavy rain; "
"2014/11/17 12:30 PM","Niagara Falls Wastewater Treatment Facility","Rainbow Bridge","Niagara Falls","Niagara","43.0903463","-79.06798139999999","Unknown","","Partially Treated Without Disinfection","","11/18/2014 10:45 PM","","34:15","Increase/ Maximize carbon filters on line","Niagara River","Insufficient System Capacity; Weather Conditions; ","snow melt; "
"2014/11/22 04:00 PM","West Seneca Engineering Department","3330 Seneca St. (WS West High School)","West Seneca","Erie","42.8328784","-78.7726674","Unknown","","Untreated","","11/26/2014 11:30 PM","","103:30","We do not contain but screen","Cazenovia Creek","Weather Conditions; ","rain/snowmelt; "
"2014/11/22 06:18 PM","Cheektowaga Main PS","2375 Clinton St.","West Seneca","Erie","42.870343","-78.78859","Unknown","","Untreated","","","11/23/2014 12:00 AM","5:42","Continuously monitor flows during wet weather bypass events","Buffalo River","Weather Conditions; ","heavy rain; "
"2014/11/22 10:15 PM","Town of Cheektowaga Sewer Maintenance Department","2730 Harlem Road","Cheektowaga","Erie","42.91847509999999","-78.7842902","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypass events","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/11/22 10:40 AM","Carmel Sewer District #1 Collection System","897 South Lake Blvd","Mahopac","Putnam","41.3722751","-73.73696470000002","Estimate","500","Untreated","","11/22/2014 01:30 PM","","2:50","septic truck was on site with in 30mins and spill was contained within curbing ","Lake Mahopac","Blockage; ","Grease blockage downstream of main; "
"2014/11/22 11:10 PM","Cheektowaga Main PS","171 Central Blvd","Cheektowaga","Erie","42.917402","-78.775273","Unknown","","Untreated","","","11/23/2014 12:00 AM","Less than one hour","Continuously monitor flows during wet weather bypass events","Scajaquada Creek","Weather Conditions; ","heavy rain; "
"2014/11/22 11:15 PM","Town of Cheektowaga Sewer Maintenance Department","48 Roycroft Boulevard","Cheektowaga","Erie","42.93822369999999","-78.7798713","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypass events","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/11/22 11:30 PM","Town of Cheektowaga Sewer Maintenance Department","Winston Avenue near Beach Road","Cheektowaga","Erie","42.9373069","-78.7618212","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypass events","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/11/23 01:12 AM","Town of Cheektowaga Sewer Maintenance Department","Union Road and Ellen Drive","Cheektowaga","Erie","42.9486603","-78.7544058","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypass events","Ellicott Creek/Class B","Weather Conditions; ","Rain/Snow melt; "
"2014/11/23 02:24 AM","Silver Creek WWTP","172 Central Ave","Silver Creek","Chautauqua","42.545769","-79.16948599999999","Estimate","","Partially Treated With Disinfection","","11/25/2014 12:00 PM","","57:36","Put sewer plant on primary bypass. Later put on bypass.","Walnut Creek to Lake Erie","Insufficient System Capacity; Other; ","see attached report; "
"2014/11/23 02:25 PM","ECSD No. 3","3859 Big Tree at Robin Lane","Hamburg","Erie","42.7717389","-78.839614","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Set up Pump","Rush Creek","Weather Conditions; ","Heavy Snow Melt, Rainfall; "
"2014/11/23 02:40 PM","ECSD No. 3","5025 Richmond Avenue","Hamburg","Erie","42.7833929","-78.796584","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Set up Pump","Smoke Creek","Weather Conditions; ","Heavy Snow Melt, Rainfall; "
"2014/11/23 04:38 PM","Mount Vernon Sewer District (Town of Hamburg)","4980 Rogers Road","Hamburg","Erie","42.75207","-78.87752499999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Set Up Pump","Berricks Creek","Weather Conditions; ","Heavy Snow Melt, Rainfall; "
"2014/11/23 06:10 PM","ECSD No. 6","39 Shmokin","Lackawanna","Erie","42.818104","-78.809095","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Set up pump","Smoke Creek","Weather Conditions; ","heavy snow melt/ rainfall; "
"2014/11/23 06:55 AM","ECSD No. 3","4889 Cloverbank ","Hamburg","Erie","42.745984","-78.8746896","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","Lake Erie","Weather Conditions; ","Heavy Snow Melt, Rain; "
"2014/11/23 07:31 AM","ECSD No. 3 - Electric Avenue PS","Electric Avenue PS (South of Rt. 179; West of Electric Ave)","Hamburg","Erie","42.7462445","-78.8306748","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","Rush Creek","Weather Conditions; ","Heavy Snow melt and Rainfall; "
"2014/11/23 09:37 AM","ECSD No. 3","51 Labelle","Bkasdell","Erie","42.7974732","-78.82989999999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","Rush Creek","Weather Conditions; ","Heavy Snow Melt, Rainfall; "
"2014/11/23 12:00 PM","ECSD No. 3","3076 Green View Terrace","Hamburg","Erie","42.748441","-78.87805500000002","Estimate","5940","Untreated","","11/23/2014 12:45 PM","","Less than 1 hour","Clear Blockage","Berricks Creek to Lake Erie","Blockage; ","Flushed Line; "
"2014/11/23 12:05 AM","Town of Cheektowaga Sewer Maintenance Department","Allendale Road at Southgate Road","Cheektowaga","Erie","42.941004","-78.7976149","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypass events","Scajaquada Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/11/24 01:00 AM","West Seneca Engineering Department","42 Elmsford","West Seneca","Erie","42.8214385","-78.7754786","Unknown","","Untreated","","11/26/2014 10:00 PM","","69:00","We do not contain but screen","Cazenovia Creek","Weather Conditions; ","rain, snowmelt; "
"2014/11/24 01:00 PM","ECSD No. 6","3 Smith St.","Lackawanna","Erie","42.80781","-78.805227","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Set up a by-pass pump","Smokes Creek","Weather Conditions; ","High flow due to snow melt; "
"2014/11/24 01:12 AM","Town of Cheektowaga Sewer Maintenance Department","2730 Harlem Road","Cheektowaga","Erie","42.91847509999999","-78.7842902","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypass events","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/11/24 01:50 AM","Town of Grand Island Sewer District No. 2 STP","1487 East River Road","Grand Island","Erie","42.9991883","-78.9406096","Unknown","","Untreated","","","11/25/2014 01:50 AM","24:00","Institute I/I engineering study to eliminate SSO","Niagara River","Insufficient System Capacity; Weather Conditions; ","Rain; "
"2014/11/24 01:52 AM","Cheektowaga Main PS","171 Central Blvd","Cheektowaga","Erie","42.917402","-78.775273","Unknown","","Untreated","","","11/25/2014 12:00 AM","22:08","Continuously monitor flows during wet weather bypass events","Scajaquada Creek","Weather Conditions; ","heavy rain; "
"2014/11/24 02:15 AM","ECSD No. 3 - Blasdell","23 Kent at Avon","Hamburg","Erie","42.792627","-78.8249232","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","Blasdell Creek via storm Drain","Weather Conditions; ","Rain and snow melt; "
"2014/11/24 02:25 PM","Erie County Sewer District","1200 French Rd.","Cheektowaga","Erie","42.8681557","-78.7081371","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Mechanically pumping to creek","Slate Bottom Creek","Weather Conditions; ","Excessive snow melt, rain; "
